it1      2640.00      2220.00
it2      2625.00      2242.50
it3      2600.00      2305.00
it4      2575.00      2367.50
it5      2550.00      2430.00
it6      2525.00      2496.67
it7      2500.00      2563.33
it8      2475.00      2650.00
it9      2450.00      2810.00
